Year,Month,Day,Hour,Spot_Price1,Spot_Price2,DateTime
2022,1.0,1.0,1.0,145.86,145.86,2022-01-01 01:00:00
2022,1.0,1.0,2.0,114.9,114.9,2022-01-01 02:00:00
2022,1.0,1.0,3.0,113.87,113.87,2022-01-01 03:00:00
2022,1.0,1.0,4.0,97.8,97.8,2022-01-01 04:00:00
2022,1.0,1.0,5.0,97.8,97.8,2022-01-01 05:00:00
2022,1.0,1.0,6.0,95.74,95.74,2022-01-01 06:00:00
2022,1.0,1.0,7.0,97.8,97.8,2022-01-01 07:00:00
2022,1.0,1.0,8.0,97.8,97.8,2022-01-01 08:00:00
2022,1.0,1.0,9.0,97.8,97.8,2022-01-01 09:00:00
2022,1.0,1.0,10.0,70.05,70.05,2022-01-01 10:00:00
2022,1.0,1.0,11.0,76.79,76.79,2022-01-01 11:00:00
2022,1.0,1.0,12.0,84.1,84.1,2022-01-01 12:00:00
2022,1.0,1.0,13.0,94.74,94.74,2022-01-01 13:00:00
2022,1.0,1.0,14.0,96.8,96.8,2022-01-01 14:00:00
2022,1.0,1.0,15.0,97.8,97.8,2022-01-01 15:00:00
2022,1.0,1.0,16.0,98.52,98.52,2022-01-01 16:00:00
2022,1.0,1.0,17.0,114.5,114.5,2022-01-01 17:00:00
2022,1.0,1.0,18.0,149.97,149.97,2022-01-01 18:00:00
2022,1.0,1.0,19.0,177.22,177.22,2022-01-01 19:00:00
2022,1.0,1.0,20.0,187.52,187.52,2022-01-01 20:00:00
2022,1.0,1.0,21.0,189.26,189.26,2022-01-01 21:00:00
2022,1.0,1.0,22.0,190.81,190.81,2022-01-01 22:00:00
2022,1.0,1.0,23.0,188.39,188.39,2022-01-01 23:00:00
2022,1.0,1.0,24.0,167.26,167.26,2022-01-02 00:00:00
2022,1.0,2.0,1.0,133.21,133.21,2022-01-02 01:00:00
2022,1.0,2.0,2.0,115.87,115.87,2022-01-02 02:00:00
2022,1.0,2.0,3.0,110.52,110.52,2022-01-02 03:00:00
2022,1.0,2.0,4.0,113.0,113.0,2022-01-02 04:00:00
2022,1.0,2.0,5.0,115.87,115.87,2022-01-02 05:00:00
2022,1.0,2.0,6.0,110.52,110.52,2022-01-02 06:00:00
2022,1.0,2.0,7.0,115.87,115.87,2022-01-02 07:00:00
2022,1.0,2.0,8.0,129.6,129.6,2022-01-02 08:00:00
2022,1.0,2.0,9.0,115.87,115.87,2022-01-02 09:00:00
