Year,Month,Day,Hour,Spot_Price1,Spot_Price2,DateTime
2019,1.0,1.0,1.0,66.88,66.88,2019-01-01 01:00:00
2019,1.0,1.0,2.0,66.88,66.88,2019-01-01 02:00:00
2019,1.0,1.0,3.0,66.0,66.0,2019-01-01 03:00:00
2019,1.0,1.0,4.0,63.64,63.64,2019-01-01 04:00:00
2019,1.0,1.0,5.0,58.85,58.85,2019-01-01 05:00:00
2019,1.0,1.0,6.0,55.47,55.47,2019-01-01 06:00:00
2019,1.0,1.0,7.0,56.0,56.0,2019-01-01 07:00:00
2019,1.0,1.0,8.0,61.09,61.09,2019-01-01 08:00:00
2019,1.0,1.0,9.0,61.01,61.01,2019-01-01 09:00:00
2019,1.0,1.0,10.0,61.0,61.0,2019-01-01 10:00:00
2019,1.0,1.0,11.0,63.0,63.0,2019-01-01 11:00:00
2019,1.0,1.0,12.0,63.0,63.0,2019-01-01 12:00:00
2019,1.0,1.0,13.0,64.03,64.03,2019-01-01 13:00:00
2019,1.0,1.0,14.0,65.88,65.88,2019-01-01 14:00:00
2019,1.0,1.0,15.0,65.01,65.01,2019-01-01 15:00:00
2019,1.0,1.0,16.0,60.84,60.84,2019-01-01 16:00:00
2019,1.0,1.0,17.0,61.09,61.09,2019-01-01 17:00:00
2019,1.0,1.0,18.0,63.08,63.08,2019-01-01 18:00:00
2019,1.0,1.0,19.0,66.66,66.66,2019-01-01 19:00:00
2019,1.0,1.0,20.0,67.06,67.06,2019-01-01 20:00:00
2019,1.0,1.0,21.0,67.26,67.26,2019-01-01 21:00:00
2019,1.0,1.0,22.0,68.07,68.07,2019-01-01 22:00:00
2019,1.0,1.0,23.0,67.08,67.08,2019-01-01 23:00:00
2019,1.0,1.0,24.0,64.03,64.03,2019-01-02 00:00:00
2019,1.0,2.0,1.0,61.74,61.74,2019-01-02 01:00:00
2019,1.0,2.0,2.0,54.87,53.0,2019-01-02 02:00:00
2019,1.0,2.0,3.0,54.42,48.23,2019-01-02 03:00:00
2019,1.0,2.0,4.0,52.99,47.23,2019-01-02 04:00:00
2019,1.0,2.0,5.0,51.1,45.24,2019-01-02 05:00:00
2019,1.0,2.0,6.0,51.09,45.7,2019-01-02 06:00:00
2019,1.0,2.0,7.0,51.1,51.1,2019-01-02 07:00:00
2019,1.0,2.0,8.0,58.37,58.37,2019-01-02 08:00:00
2019,1.0,2.0,9.0,63.75,63.75,2019-01-02 09:00:00
2019,1.0,2.0,10.0,66.1,66.1,2019-01-02 10:00:00
2019,1.0,2.0,11.0,65.88,65.88,2019-01-02 11:00:00
2019,1.0,2.0,12.0,63.63,63.63,2019-01-02 12:00:00
2019,1.0,2.0,13.0,62.8,62.8,2019-01-02 13:00:00
2019,1.0,2.0,14.0,63.16,63.16,2019-01-02 14:00:00
2019,1.0,2.0,15.0,61.5,61.5,2019-01-02 15:00:00
2019,1.0,2.0,16.0,60.69,60.69,2019-01-02 16:00:00
2019,1.0,2.0,17.0,62.19,62.19,2019-01-02 17:00:00
2019,1.0,2.0,18.0,67.1,67.1,2019-01-02 18:00:00
2019,1.0,2.0,19.0,69.3,69.3,2019-01-02 19:00:00
2019,1.0,2.0,20.0,69.25,69.25,2019-01-02 20:00:00
2019,1.0,2.0,21.0,68.07,68.07,2019-01-02 21:00:00
2019,1.0,2.0,22.0,68.01,68.01,2019-01-02 22:00:00
2019,1.0,2.0,23.0,66.66,66.66,2019-01-02 23:00:00
2019,1.0,2.0,24.0,64.28,64.28,2019-01-03 00:00:00
2019,1.0,3.0,1.0,62.01,62.01,2019-01-03 01:00:00
2019,1.0,3.0,2.0,54.85,54.85,2019-01-03 02:00:00
2019,1.0,3.0,3.0,52.19,52.19,2019-01-03 03:00:00
2019,1.0,3.0,4.0,50.21,50.21,2019-01-03 04:00:00
2019,1.0,3.0,5.0,50.2,50.2,2019-01-03 05:00:00
2019,1.0,3.0,6.0,52.19,52.19,2019-01-03 06:00:00
2019,1.0,3.0,7.0,54.91,54.91,2019-01-03 07:00:00
2019,1.0,3.0,8.0,66.58,66.58,2019-01-03 08:00:00
2019,1.0,3.0,9.0,66.88,68.03,2019-01-03 09:00:00
2019,1.0,3.0,10.0,69.12,69.12,2019-01-03 10:00:00
2019,1.0,3.0,11.0,69.19,69.19,2019-01-03 11:00:00
2019,1.0,3.0,12.0,68.01,68.01,2019-01-03 12:00:00
2019,1.0,3.0,13.0,67.2,67.2,2019-01-03 13:00:00
2019,1.0,3.0,14.0,66.7,66.7,2019-01-03 14:00:00
2019,1.0,3.0,15.0,67.0,67.0,2019-01-03 15:00:00
2019,1.0,3.0,16.0,68.01,68.01,2019-01-03 16:00:00
2019,1.0,3.0,17.0,68.99,68.99,2019-01-03 17:00:00
2019,1.0,3.0,18.0,70.0,70.0,2019-01-03 18:00:00
