Year,Month,Day,Hour,Spot_Price1,Spot_Price2,DateTime
2021,1.0,1.0,1.0,50.87,50.87,2021-01-01 01:00:00
2021,1.0,1.0,2.0,48.19,48.19,2021-01-01 02:00:00
2021,1.0,1.0,3.0,44.68,44.68,2021-01-01 03:00:00
2021,1.0,1.0,4.0,38.5,38.5,2021-01-01 04:00:00
2021,1.0,1.0,5.0,36.8,36.8,2021-01-01 05:00:00
2021,1.0,1.0,6.0,36.55,36.55,2021-01-01 06:00:00
2021,1.0,1.0,7.0,36.6,36.6,2021-01-01 07:00:00
2021,1.0,1.0,8.0,36.55,36.55,2021-01-01 08:00:00
2021,1.0,1.0,9.0,36.55,36.55,2021-01-01 09:00:00
2021,1.0,1.0,10.0,36.55,36.55,2021-01-01 10:00:00
2021,1.0,1.0,11.0,37.55,37.55,2021-01-01 11:00:00
2021,1.0,1.0,12.0,37.55,37.55,2021-01-01 12:00:00
2021,1.0,1.0,13.0,37.55,37.55,2021-01-01 13:00:00
2021,1.0,1.0,14.0,37.55,37.55,2021-01-01 14:00:00
2021,1.0,1.0,15.0,36.6,36.6,2021-01-01 15:00:00
2021,1.0,1.0,16.0,35.5,35.5,2021-01-01 16:00:00
2021,1.0,1.0,17.0,36.0,36.0,2021-01-01 17:00:00
2021,1.0,1.0,18.0,38.5,38.5,2021-01-01 18:00:00
2021,1.0,1.0,19.0,52.01,52.01,2021-01-01 19:00:00
2021,1.0,1.0,20.0,55.16,55.16,2021-01-01 20:00:00
2021,1.0,1.0,21.0,57.4,57.4,2021-01-01 21:00:00
2021,1.0,1.0,22.0,53.86,53.86,2021-01-01 22:00:00
2021,1.0,1.0,23.0,53.45,53.45,2021-01-01 23:00:00
2021,1.0,1.0,24.0,49.72,49.72,2021-01-02 00:00:00
2021,1.0,2.0,1.0,46.69,46.69,2021-01-02 01:00:00
2021,1.0,2.0,2.0,42.43,42.43,2021-01-02 02:00:00
2021,1.0,2.0,3.0,40.1,40.1,2021-01-02 03:00:00
2021,1.0,2.0,4.0,39.11,39.11,2021-01-02 04:00:00
2021,1.0,2.0,5.0,37.55,37.55,2021-01-02 05:00:00
2021,1.0,2.0,6.0,37.7,37.7,2021-01-02 06:00:00
2021,1.0,2.0,7.0,39.6,39.6,2021-01-02 07:00:00
2021,1.0,2.0,8.0,43.34,43.34,2021-01-02 08:00:00
2021,1.0,2.0,9.0,48.45,48.45,2021-01-02 09:00:00
2021,1.0,2.0,10.0,51.6,51.6,2021-01-02 10:00:00
2021,1.0,2.0,11.0,52.0,52.0,2021-01-02 11:00:00
2021,1.0,2.0,12.0,51.25,51.25,2021-01-02 12:00:00
2021,1.0,2.0,13.0,50.56,50.56,2021-01-02 13:00:00
2021,1.0,2.0,14.0,50.57,50.57,2021-01-02 14:00:00
2021,1.0,2.0,15.0,50.57,50.57,2021-01-02 15:00:00
2021,1.0,2.0,16.0,48.45,48.45,2021-01-02 16:00:00
2021,1.0,2.0,17.0,50.25,50.25,2021-01-02 17:00:00
2021,1.0,2.0,18.0,54.23,54.23,2021-01-02 18:00:00
2021,1.0,2.0,19.0,58.65,58.65,2021-01-02 19:00:00
2021,1.0,2.0,20.0,60.43,60.43,2021-01-02 20:00:00
2021,1.0,2.0,21.0,60.03,60.03,2021-01-02 21:00:00
2021,1.0,2.0,22.0,55.03,55.03,2021-01-02 22:00:00
2021,1.0,2.0,23.0,52.25,52.25,2021-01-02 23:00:00
2021,1.0,2.0,24.0,48.45,48.45,2021-01-03 00:00:00
2021,1.0,3.0,1.0,46.11,46.11,2021-01-03 01:00:00
2021,1.0,3.0,2.0,43.0,43.0,2021-01-03 02:00:00
2021,1.0,3.0,3.0,39.55,39.55,2021-01-03 03:00:00
2021,1.0,3.0,4.0,37.45,37.44,2021-01-03 04:00:00
2021,1.0,3.0,5.0,37.45,35.64,2021-01-03 05:00:00
2021,1.0,3.0,6.0,37.45,35.5,2021-01-03 06:00:00
2021,1.0,3.0,7.0,37.45,36.14,2021-01-03 07:00:00
2021,1.0,3.0,8.0,37.45,36.97,2021-01-03 08:00:00
2021,1.0,3.0,9.0,38.92,38.92,2021-01-03 09:00:00
2021,1.0,3.0,10.0,44.49,44.49,2021-01-03 10:00:00
2021,1.0,3.0,11.0,49.0,49.0,2021-01-03 11:00:00
2021,1.0,3.0,12.0,50.3,50.3,2021-01-03 12:00:00
2021,1.0,3.0,13.0,48.0,48.0,2021-01-03 13:00:00
2021,1.0,3.0,14.0,46.64,46.64,2021-01-03 14:00:00
2021,1.0,3.0,15.0,44.01,44.01,2021-01-03 15:00:00
2021,1.0,3.0,16.0,41.27,41.27,2021-01-03 16:00:00
2021,1.0,3.0,17.0,49.92,49.92,2021-01-03 17:00:00
2021,1.0,3.0,18.0,55.16,55.16,2021-01-03 18:00:00
2021,1.0,3.0,19.0,59.29,59.29,2021-01-03 19:00:00
2021,1.0,3.0,20.0,61.09,61.09,2021-01-03 20:00:00
2021,1.0,3.0,21.0,60.0,60.0,2021-01-03 21:00:00
2021,1.0,3.0,22.0,59.4,59.4,2021-01-03 22:00:00
2021,1.0,3.0,23.0,55.36,55.36,2021-01-03 23:00:00
2021,1.0,3.0,24.0,53.06,53.06,2021-01-04 00:00:00
2021,1.0,4.0,1.0,50.23,50.23,2021-01-04 01:00:00
2021,1.0,4.0,2.0,47.01,47.01,2021-01-04 02:00:00
2021,1.0,4.0,3.0,43.79,43.79,2021-01-04 03:00:00
2021,1.0,4.0,4.0,41.65,41.65,2021-01-04 04:00:00
2021,1.0,4.0,5.0,41.62,41.62,2021-01-04 05:00:00
2021,1.0,4.0,6.0,44.5,44.5,2021-01-04 06:00:00
2021,1.0,4.0,7.0,56.0,56.0,2021-01-04 07:00:00
2021,1.0,4.0,8.0,62.0,62.0,2021-01-04 08:00:00
2021,1.0,4.0,9.0,64.84,64.84,2021-01-04 09:00:00
2021,1.0,4.0,10.0,68.25,68.25,2021-01-04 10:00:00
2021,1.0,4.0,11.0,65.97,65.97,2021-01-04 11:00:00
2021,1.0,4.0,12.0,63.93,63.93,2021-01-04 12:00:00
2021,1.0,4.0,13.0,63.94,63.94,2021-01-04 13:00:00
2021,1.0,4.0,14.0,63.94,63.94,2021-01-04 14:00:00
2021,1.0,4.0,15.0,61.97,61.97,2021-01-04 15:00:00
2021,1.0,4.0,16.0,62.45,62.45,2021-01-04 16:00:00
2021,1.0,4.0,17.0,63.9,63.9,2021-01-04 17:00:00
2021,1.0,4.0,18.0,67.02,67.02,2021-01-04 18:00:00
2021,1.0,4.0,19.0,71.05,71.05,2021-01-04 19:00:00
2021,1.0,4.0,20.0,72.6,72.6,2021-01-04 20:00:00
2021,1.0,4.0,21.0,70.0,70.0,2021-01-04 21:00:00
2021,1.0,4.0,22.0,66.0,66.0,2021-01-04 22:00:00
2021,1.0,4.0,23.0,62.48,62.48,2021-01-04 23:00:00
2021,1.0,4.0,24.0,61.25,61.25,2021-01-05 00:00:00
2021,1.0,5.0,1.0,64.68,64.68,2021-01-05 01:00:00
2021,1.0,5.0,2.0,56.25,56.25,2021-01-05 02:00:00
2021,1.0,5.0,3.0,51.86,51.86,2021-01-05 03:00:00
2021,1.0,5.0,4.0,50.91,50.91,2021-01-05 04:00:00
2021,1.0,5.0,5.0,50.56,50.56,2021-01-05 05:00:00
2021,1.0,5.0,6.0,51.25,51.25,2021-01-05 06:00:00
2021,1.0,5.0,7.0,58.45,58.45,2021-01-05 07:00:00
2021,1.0,5.0,8.0,68.3,68.3,2021-01-05 08:00:00
2021,1.0,5.0,9.0,70.41,70.41,2021-01-05 09:00:00
2021,1.0,5.0,10.0,75.0,75.0,2021-01-05 10:00:00
2021,1.0,5.0,11.0,73.48,73.48,2021-01-05 11:00:00
2021,1.0,5.0,12.0,72.31,72.31,2021-01-05 12:00:00
2021,1.0,5.0,13.0,71.35,71.35,2021-01-05 13:00:00
2021,1.0,5.0,14.0,72.52,72.52,2021-01-05 14:00:00
2021,1.0,5.0,15.0,69.75,69.75,2021-01-05 15:00:00
2021,1.0,5.0,16.0,68.29,68.29,2021-01-05 16:00:00
2021,1.0,5.0,17.0,69.75,69.75,2021-01-05 17:00:00
2021,1.0,5.0,18.0,71.9,71.9,2021-01-05 18:00:00
2021,1.0,5.0,19.0,80.0,80.0,2021-01-05 19:00:00
2021,1.0,5.0,20.0,80.0,80.0,2021-01-05 20:00:00
2021,1.0,5.0,21.0,75.99,75.99,2021-01-05 21:00:00
2021,1.0,5.0,22.0,75.39,75.39,2021-01-05 22:00:00
2021,1.0,5.0,23.0,72.69,72.69,2021-01-05 23:00:00
2021,1.0,5.0,24.0,70.0,70.0,2021-01-06 00:00:00
2021,1.0,6.0,1.0,69.02,69.02,2021-01-06 01:00:00
2021,1.0,6.0,2.0,67.54,67.54,2021-01-06 02:00:00
2021,1.0,6.0,3.0,60.39,60.39,2021-01-06 03:00:00
