Year,Month,Day,Hour,Spot_Price1,Spot_Price2,DateTime
2020,1.0,1.0,1.0,41.88,41.88,2020-01-01 01:00:00
2020,1.0,1.0,2.0,38.6,38.6,2020-01-01 02:00:00
2020,1.0,1.0,3.0,36.55,36.55,2020-01-01 03:00:00
2020,1.0,1.0,4.0,32.32,32.32,2020-01-01 04:00:00
2020,1.0,1.0,5.0,30.85,30.85,2020-01-01 05:00:00
2020,1.0,1.0,6.0,30.14,30.14,2020-01-01 06:00:00
2020,1.0,1.0,7.0,30.17,30.17,2020-01-01 07:00:00
2020,1.0,1.0,8.0,30.0,30.0,2020-01-01 08:00:00
2020,1.0,1.0,9.0,30.65,30.65,2020-01-01 09:00:00
2020,1.0,1.0,10.0,30.65,30.65,2020-01-01 10:00:00
2020,1.0,1.0,11.0,30.27,30.27,2020-01-01 11:00:00
2020,1.0,1.0,12.0,30.34,30.34,2020-01-01 12:00:00
2020,1.0,1.0,13.0,30.99,30.99,2020-01-01 13:00:00
2020,1.0,1.0,14.0,30.04,30.04,2020-01-01 14:00:00
2020,1.0,1.0,15.0,30.75,30.75,2020-01-01 15:00:00
2020,1.0,1.0,16.0,32.11,32.11,2020-01-01 16:00:00
2020,1.0,1.0,17.0,35.98,35.98,2020-01-01 17:00:00
2020,1.0,1.0,18.0,40.4,40.4,2020-01-01 18:00:00
2020,1.0,1.0,19.0,44.05,44.05,2020-01-01 19:00:00
2020,1.0,1.0,20.0,46.16,46.16,2020-01-01 20:00:00
2020,1.0,1.0,21.0,44.02,44.02,2020-01-01 21:00:00
2020,1.0,1.0,22.0,45.6,45.6,2020-01-01 22:00:00
2020,1.0,1.0,23.0,42.9,42.9,2020-01-01 23:00:00
2020,1.0,1.0,24.0,37.55,37.55,2020-01-02 00:00:00
2020,1.0,2.0,1.0,35.4,35.4,2020-01-02 01:00:00
2020,1.0,2.0,2.0,31.98,31.98,2020-01-02 02:00:00
2020,1.0,2.0,3.0,30.5,30.5,2020-01-02 03:00:00
2020,1.0,2.0,4.0,28.79,28.79,2020-01-02 04:00:00
2020,1.0,2.0,5.0,28.42,28.42,2020-01-02 05:00:00
2020,1.0,2.0,6.0,28.75,28.75,2020-01-02 06:00:00
2020,1.0,2.0,7.0,34.16,34.16,2020-01-02 07:00:00
2020,1.0,2.0,8.0,42.07,42.07,2020-01-02 08:00:00
2020,1.0,2.0,9.0,44.89,44.89,2020-01-02 09:00:00
2020,1.0,2.0,10.0,45.26,45.26,2020-01-02 10:00:00
2020,1.0,2.0,11.0,45.57,45.57,2020-01-02 11:00:00
2020,1.0,2.0,12.0,45.09,45.09,2020-01-02 12:00:00
2020,1.0,2.0,13.0,45.16,45.16,2020-01-02 13:00:00
2020,1.0,2.0,14.0,44.9,44.9,2020-01-02 14:00:00
2020,1.0,2.0,15.0,44.06,44.06,2020-01-02 15:00:00
2020,1.0,2.0,16.0,43.94,43.94,2020-01-02 16:00:00
2020,1.0,2.0,17.0,44.37,44.37,2020-01-02 17:00:00
2020,1.0,2.0,18.0,46.05,46.05,2020-01-02 18:00:00
2020,1.0,2.0,19.0,46.72,46.72,2020-01-02 19:00:00
2020,1.0,2.0,20.0,46.11,46.11,2020-01-02 20:00:00
2020,1.0,2.0,21.0,43.7,43.7,2020-01-02 21:00:00
2020,1.0,2.0,22.0,42.0,42.0,2020-01-02 22:00:00
2020,1.0,2.0,23.0,38.6,38.6,2020-01-02 23:00:00
2020,1.0,2.0,24.0,33.39,33.39,2020-01-03 00:00:00
2020,1.0,3.0,1.0,32.05,32.05,2020-01-03 01:00:00
2020,1.0,3.0,2.0,30.75,30.75,2020-01-03 02:00:00
2020,1.0,3.0,3.0,29.97,29.97,2020-01-03 03:00:00
2020,1.0,3.0,4.0,29.8,29.8,2020-01-03 04:00:00
2020,1.0,3.0,5.0,29.74,29.74,2020-01-03 05:00:00
2020,1.0,3.0,6.0,29.87,29.87,2020-01-03 06:00:00
2020,1.0,3.0,7.0,31.21,31.21,2020-01-03 07:00:00
2020,1.0,3.0,8.0,36.73,36.73,2020-01-03 08:00:00
2020,1.0,3.0,9.0,42.9,42.9,2020-01-03 09:00:00
2020,1.0,3.0,10.0,46.0,46.0,2020-01-03 10:00:00
2020,1.0,3.0,11.0,47.23,47.23,2020-01-03 11:00:00
2020,1.0,3.0,12.0,46.03,46.03,2020-01-03 12:00:00
2020,1.0,3.0,13.0,44.9,44.9,2020-01-03 13:00:00
2020,1.0,3.0,14.0,44.44,44.44,2020-01-03 14:00:00
2020,1.0,3.0,15.0,41.19,41.19,2020-01-03 15:00:00
2020,1.0,3.0,16.0,39.5,39.5,2020-01-03 16:00:00
2020,1.0,3.0,17.0,39.5,39.5,2020-01-03 17:00:00
2020,1.0,3.0,18.0,43.51,43.51,2020-01-03 18:00:00
2020,1.0,3.0,19.0,45.2,45.2,2020-01-03 19:00:00
2020,1.0,3.0,20.0,46.9,46.9,2020-01-03 20:00:00
2020,1.0,3.0,21.0,46.23,46.23,2020-01-03 21:00:00
2020,1.0,3.0,22.0,44.5,44.5,2020-01-03 22:00:00
2020,1.0,3.0,23.0,40.5,40.5,2020-01-03 23:00:00
2020,1.0,3.0,24.0,39.5,39.5,2020-01-04 00:00:00
2020,1.0,4.0,1.0,38.01,38.01,2020-01-04 01:00:00
2020,1.0,4.0,2.0,32.05,32.05,2020-01-04 02:00:00
2020,1.0,4.0,3.0,31.81,31.0,2020-01-04 03:00:00
2020,1.0,4.0,4.0,30.2,30.2,2020-01-04 04:00:00
2020,1.0,4.0,5.0,29.85,29.85,2020-01-04 05:00:00
2020,1.0,4.0,6.0,29.84,29.84,2020-01-04 06:00:00
2020,1.0,4.0,7.0,30.1,30.1,2020-01-04 07:00:00
2020,1.0,4.0,8.0,30.75,30.75,2020-01-04 08:00:00
2020,1.0,4.0,9.0,31.83,31.83,2020-01-04 09:00:00
2020,1.0,4.0,10.0,36.67,36.67,2020-01-04 10:00:00
2020,1.0,4.0,11.0,39.57,39.57,2020-01-04 11:00:00
2020,1.0,4.0,12.0,36.11,36.11,2020-01-04 12:00:00
2020,1.0,4.0,13.0,34.77,34.77,2020-01-04 13:00:00
2020,1.0,4.0,14.0,32.07,32.07,2020-01-04 14:00:00
2020,1.0,4.0,15.0,31.83,31.83,2020-01-04 15:00:00
2020,1.0,4.0,16.0,31.95,31.95,2020-01-04 16:00:00
2020,1.0,4.0,17.0,32.25,32.25,2020-01-04 17:00:00
2020,1.0,4.0,18.0,41.81,41.81,2020-01-04 18:00:00
2020,1.0,4.0,19.0,44.24,44.24,2020-01-04 19:00:00
2020,1.0,4.0,20.0,44.0,44.0,2020-01-04 20:00:00
2020,1.0,4.0,21.0,44.44,44.44,2020-01-04 21:00:00
2020,1.0,4.0,22.0,44.43,44.43,2020-01-04 22:00:00
2020,1.0,4.0,23.0,40.38,40.38,2020-01-04 23:00:00
2020,1.0,4.0,24.0,37.95,37.95,2020-01-05 00:00:00
2020,1.0,5.0,1.0,33.1,33.1,2020-01-05 01:00:00
2020,1.0,5.0,2.0,32.28,32.28,2020-01-05 02:00:00
2020,1.0,5.0,3.0,31.18,31.18,2020-01-05 03:00:00
2020,1.0,5.0,4.0,30.1,30.1,2020-01-05 04:00:00
2020,1.0,5.0,5.0,29.96,29.96,2020-01-05 05:00:00
2020,1.0,5.0,6.0,29.88,29.88,2020-01-05 06:00:00
2020,1.0,5.0,7.0,30.38,30.38,2020-01-05 07:00:00
2020,1.0,5.0,8.0,31.15,31.15,2020-01-05 08:00:00
2020,1.0,5.0,9.0,32.09,32.09,2020-01-05 09:00:00
2020,1.0,5.0,10.0,34.27,34.27,2020-01-05 10:00:00
2020,1.0,5.0,11.0,37.53,37.53,2020-01-05 11:00:00
2020,1.0,5.0,12.0,38.99,38.99,2020-01-05 12:00:00
2020,1.0,5.0,13.0,38.15,38.15,2020-01-05 13:00:00
2020,1.0,5.0,14.0,35.37,35.37,2020-01-05 14:00:00
2020,1.0,5.0,15.0,34.44,34.44,2020-01-05 15:00:00
2020,1.0,5.0,16.0,36.1,36.1,2020-01-05 16:00:00
2020,1.0,5.0,17.0,40.59,40.59,2020-01-05 17:00:00
2020,1.0,5.0,18.0,44.68,44.68,2020-01-05 18:00:00
2020,1.0,5.0,19.0,46.16,46.16,2020-01-05 19:00:00
2020,1.0,5.0,20.0,48.53,48.53,2020-01-05 20:00:00
2020,1.0,5.0,21.0,52.48,52.48,2020-01-05 21:00:00
2020,1.0,5.0,22.0,53.29,53.29,2020-01-05 22:00:00
